"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat --output /opt/dstat/test.csv",,,,"Date:","14 Feb 2023 09:44:16 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
0.062,0.062,99.812,0.0,0.0,0.062,0.0,0.0,10388.0,1271.0,0.0,0.0,906.0,1174.0
0.0,0.126,99.874,0.0,0.0,0.0,0.0,0.0,2520.0,0.0,0.0,0.0,834.0,1113.0
0.062,0.125,99.813,0.0,0.0,0.0,0.0,20480.0,3156.0,0.0,0.0,0.0,909.0,1217.0
0.063,0.188,99.687,0.0,0.0,0.063,0.0,204800.0,5429.0,1255.0,0.0,0.0,1255.0,1639.0
0.252,0.314,99.434,0.0,0.0,0.0,4096.0,69120.0,4023.0,0.0,4096.0,0.0,1345.0,1579.0
0.251,0.313,99.373,0.0,0.0,0.063,12288.0,19968.0,7371.0,0.0,12288.0,0.0,1499.0,1974.0
0.0,0.063,99.874,0.0,0.0,0.063,0.0,340992.0,1980.0,0.0,0.0,0.0,672.0,983.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,21504.0,4321.0,1271.0,0.0,0.0,969.0,1296.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,38400.0,2880.0,0.0,0.0,0.0,940.0,1259.0
0.0,0.0,99.938,0.0,0.0,0.062,0.0,131584.0,3969.0,0.0,0.0,0.0,829.0,1087.0
0.507,0.443,99.050,0.0,0.0,0.0,0.0,76288.0,3336.0,0.0,0.0,0.0,1381.0,1559.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,62464.0,5945.0,3613.0,0.0,0.0,1106.0,1439.0
0.0,0.062,99.938,0.0,0.0,0.0,0.0,101376.0,4065.0,0.0,0.0,0.0,833.0,1062.0
0.063,0.063,99.812,0.0,0.0,0.063,0.0,296448.0,2700.0,0.0,0.0,0.0,857.0,1074.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,9728.0,2880.0,0.0,0.0,0.0,671.0,950.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,2820.0,132.0,0.0,0.0,856.0,1188.0
0.377,0.565,98.807,0.126,0.0,0.126,16384.0,81920.0,1800.0,0.0,16384.0,0.0,1839.0,2388.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,40960.0,1980.0,0.0,0.0,0.0,783.0,1139.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2616.0,0.0,0.0,0.0,682.0,933.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,3156.0,0.0,0.0,0.0,790.0,1067.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3036.0,60.0,0.0,0.0,713.0,1006.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,0.0,3969.0,0.0,0.0,0.0,750.0,1015.0
0.188,0.250,99.499,0.0,0.0,0.063,0.0,280576.0,2760.0,264.0,0.0,0.0,1102.0,1343.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,664.0,950.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,162816.0,2700.0,0.0,0.0,0.0,625.0,912.0
0.313,0.313,99.310,0.0,0.0,0.063,0.0,71680.0,2880.0,0.0,0.0,0.0,1277.0,1459.0
0.0,0.062,99.938,0.0,0.0,0.0,0.0,0.0,2976.0,0.0,0.0,0.0,830.0,1177.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,36864.0,4065.0,0.0,0.0,0.0,831.0,1143.0
0.314,0.251,99.373,0.0,0.0,0.063,0.0,74752.0,5733.0,0.0,0.0,0.0,1238.0,1383.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,198144.0,3060.0,0.0,0.0,0.0,727.0,963.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,8084.0,1271.0,0.0,0.0,909.0,1155.0
0.125,0.125,99.749,0.0,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,872.0,1158.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,5571.0,0.0,0.0,0.0,873.0,1114.0
0.126,0.251,99.560,0.0,0.0,0.063,16384.0,0.0,19388.0,1255.0,16384.0,0.0,1415.0,1906.0
0.188,0.376,99.373,0.0,0.0,0.063,0.0,73728.0,2340.0,0.0,0.0,0.0,1327.0,1579.0
0.063,0.126,99.686,0.126,0.0,0.0,8192.0,7680.0,6939.0,350.0,8192.0,0.0,1220.0,1471.0
1.591,0.700,97.454,0.127,0.0,0.127,8192.0,254464.0,3156.0,0.0,8192.0,0.0,2470.0,3078.0
0.504,0.189,99.306,0.0,0.0,0.0,0.0,265728.0,5773.0,1391.0,0.0,0.0,1010.0,1174.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,10752.0,3240.0,0.0,0.0,0.0,824.0,1117.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,73728.0,3060.0,0.0,0.0,0.0,1001.0,1342.0
0.252,0.189,99.496,0.0,0.0,0.063,0.0,168960.0,2880.0,0.0,0.0,0.0,1205.0,1427.0
0.251,0.126,99.623,0.0,0.0,0.0,0.0,155648.0,4769.0,3613.0,0.0,0.0,927.0,1188.0
0.0,0.062,99.938,0.0,0.0,0.0,0.0,111616.0,4200.0,580.0,0.0,0.0,783.0,1040.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,10752.0,5940.0,0.0,0.0,0.0,925.0,1152.0
0.0,0.063,99.687,0.188,0.0,0.063,180224.0,10752.0,4776.0,0.0,180224.0,0.0,971.0,1278.0
0.0,0.0,100.0,0.0,0.0,0.0,131072.0,0.0,4329.0,0.0,131072.0,0.0,801.0,1116.0
0.251,0.377,99.183,0.063,0.0,0.126,155648.0,80384.0,4308.0,0.0,155648.0,0.0,1467.0,1851.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,40960.0,4020.0,60.0,0.0,0.0,1089.0,1408.0
0.0,0.063,99.937,0.0,0.0,0.0,16384.0,0.0,5568.0,240.0,16384.0,0.0,874.0,1125.0
0.0,0.125,99.812,0.0,0.0,0.062,0.0,0.0,3960.0,0.0,0.0,0.0,890.0,1223.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3948.0,0.0,0.0,0.0,698.0,981.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,102400.0,8166.0,0.0,0.0,0.0,890.0,1144.0
0.188,0.313,99.374,0.063,0.0,0.063,0.0,137216.0,9309.0,0.0,0.0,0.0,1352.0,1443.0
0.189,0.0,99.811,0.0,0.0,0.0,0.0,0.0,10953.0,0.0,0.0,0.0,915.0,1051.0
0.062,0.125,99.812,0.0,0.0,0.0,0.0,151552.0,7890.0,0.0,0.0,0.0,955.0,1284.0
0.063,0.125,99.749,0.0,0.0,0.063,0.0,0.0,6090.0,0.0,0.0,0.0,1107.0,1316.0
0.442,0.506,98.862,0.0,0.0,0.190,0.0,15360.0,7728.0,60.0,0.0,0.0,2213.0,2781.0
0.699,0.064,99.237,0.0,0.0,0.0,0.0,428544.0,7296.0,0.0,0.0,0.0,925.0,1016.0
1.342,0.383,98.211,0.0,0.0,0.064,0.0,86016.0,19791.0,0.0,0.0,0.0,2610.0,1934.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,211968.0,17742.0,0.0,0.0,0.0,1083.0,1227.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,16295.0,1271.0,0.0,0.0,995.0,1174.0
0.125,0.125,99.749,0.0,0.0,0.0,0.0,0.0,18375.0,60.0,0.0,0.0,1722.0,1483.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,90112.0,19791.0,0.0,0.0,0.0,1046.0,1222.0
0.125,0.313,99.499,0.0,0.0,0.063,12288.0,131072.0,15593.0,1255.0,12288.0,0.0,1620.0,2033.0
0.188,0.188,99.561,0.0,0.0,0.063,0.0,103424.0,7146.0,0.0,0.0,0.0,1362.0,1367.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,8704.0,4500.0,0.0,0.0,0.0,1141.0,1281.0
0.0,0.125,99.875,0.0,0.0,0.0,8192.0,101376.0,4140.0,0.0,8192.0,0.0,1019.0,1237.0
0.063,0.313,99.561,0.0,0.0,0.063,0.0,40960.0,18277.0,1271.0,0.0,0.0,2462.0,2398.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,314368.0,15396.0,0.0,0.0,0.0,1100.0,1180.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,41472.0,13416.0,0.0,0.0,0.0,1062.0,1182.0
0.440,0.440,98.743,0.314,0.0,0.063,4096.0,120320.0,6627.0,0.0,0.0,0.0,1843.0,1929.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,6144.0,12641.0,3613.0,0.0,0.0,1088.0,1218.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,199680.0,6246.0,0.0,0.0,0.0,1048.0,1137.0
0.062,0.125,99.750,0.0,0.0,0.062,0.0,9728.0,3960.0,0.0,0.0,0.0,873.0,1063.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,144896.0,4500.0,0.0,0.0,0.0,903.0,972.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,0.0,4596.0,0.0,0.0,0.0,1049.0,1170.0
0.251,0.376,99.310,0.0,0.0,0.063,0.0,83456.0,4776.0,0.0,0.0,0.0,1644.0,1866.0
0.314,0.376,99.247,0.0,0.0,0.063,0.0,16384.0,4056.0,0.0,0.0,0.0,1878.0,2650.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9552.0,0.0,0.0,0.0,924.0,1010.0
0.125,0.063,99.750,0.0,0.0,0.063,0.0,0.0,18006.0,0.0,0.0,0.0,1610.0,1506.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,18186.0,0.0,0.0,0.0,983.0,1121.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,110592.0,17769.0,0.0,0.0,0.0,861.0,1015.0
0.188,0.314,99.247,0.188,0.0,0.063,0.0,210944.0,17826.0,0.0,0.0,0.0,2118.0,1933.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16119.0,0.0,0.0,0.0,992.0,1087.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,174080.0,15216.0,0.0,0.0,0.0,850.0,1033.0
1.077,0.317,98.289,0.253,0.0,0.063,24576.0,77312.0,6036.0,0.0,0.0,0.0,1557.0,1514.0
0.062,0.062,99.875,0.0,0.0,0.0,0.0,0.0,3780.0,0.0,0.0,0.0,803.0,996.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,291328.0,4140.0,0.0,0.0,0.0,897.0,1113.0
0.188,0.125,99.624,0.0,0.0,0.063,0.0,69632.0,14400.0,0.0,0.0,0.0,1838.0,1588.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,277504.0,16686.0,0.0,0.0,0.0,1080.0,1086.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,0.0,17273.0,1271.0,0.0,0.0,978.0,1188.0
0.0,0.125,99.812,0.0,0.0,0.063,0.0,0.0,6216.0,0.0,0.0,0.0,1080.0,1329.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,106496.0,3876.0,0.0,0.0,0.0,1135.0,1364.0
0.125,0.188,99.687,0.0,0.0,0.0,8192.0,0.0,5969.0,1255.0,8192.0,0.0,1269.0,1599.0
0.188,0.251,99.498,0.0,0.0,0.063,0.0,75264.0,3600.0,0.0,0.0,0.0,1327.0,1436.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,7680.0,3300.0,60.0,0.0,0.0,1088.0,1284.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,3780.0,0.0,0.0,0.0,834.0,1015.0
0.251,0.439,99.121,0.0,0.0,0.188,0.0,209408.0,5221.0,1271.0,0.0,0.0,1699.0,2117.0
0.063,0.188,99.687,0.063,0.0,0.0,4096.0,165376.0,4446.0,0.0,4096.0,0.0,1365.0,1765.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,36864.0,4416.0,0.0,0.0,0.0,979.0,1142.0
0.439,0.251,99.309,0.0,0.0,0.0,0.0,276480.0,14136.0,0.0,0.0,0.0,2279.0,1907.0
0.063,0.188,99.687,0.0,0.0,0.063,0.0,12288.0,18365.0,3613.0,0.0,0.0,1504.0,1692.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,20480.0,14940.0,0.0,0.0,0.0,953.0,1040.0
0.188,0.125,99.624,0.0,0.0,0.063,16384.0,323584.0,14220.0,0.0,16384.0,0.0,2061.0,1794.0
0.0,0.0,99.938,0.062,0.0,0.0,16384.0,10752.0,13140.0,0.0,16384.0,0.0,1071.0,1197.0
0.063,0.125,99.812,0.0,0.0,0.0,16384.0,0.0,13320.0,0.0,16384.0,0.0,1152.0,1371.0
0.756,0.315,98.804,0.0,0.0,0.126,24576.0,80896.0,6066.0,0.0,24576.0,0.0,1736.0,1817.0
0.313,0.313,99.311,0.0,0.0,0.063,8192.0,16384.0,12211.0,13042.0,8192.0,0.0,2134.0,2481.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,10980.0,1559.0,0.0,0.0,1041.0,1162.0
0.062,0.062,99.875,0.0,0.0,0.0,0.0,0.0,11976.0,0.0,0.0,0.0,1600.0,1371.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12780.0,0.0,0.0,0.0,982.0,1055.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,139264.0,13320.0,0.0,0.0,0.0,899.0,1045.0
0.188,0.188,99.561,0.0,0.0,0.063,0.0,183808.0,4140.0,0.0,0.0,0.0,1110.0,1266.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,675.0,920.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,151552.0,4086.0,0.0,0.0,0.0,944.0,1127.0
0.566,0.252,99.119,0.0,0.0,0.063,0.0,0.0,11879.0,3781.0,0.0,0.0,1503.0,1641.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,6656.0,7923.0,0.0,0.0,0.0,1074.0,1263.0
0.504,0.441,98.929,0.0,0.0,0.126,0.0,131072.0,7222.0,2510.0,0.0,0.0,1639.0,2164.0
0.063,0.375,99.499,0.0,0.0,0.063,0.0,155136.0,2880.0,0.0,0.0,0.0,1239.0,1489.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,228352.0,11130.0,0.0,0.0,0.0,862.0,1062.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,0.0,5009.0,1271.0,0.0,0.0,796.0,1104.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,10620.0,0.0,0.0,0.0,1303.0,1367.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,126976.0,15123.0,0.0,0.0,0.0,1017.0,1252.0
0.062,0.312,99.563,0.0,0.0,0.062,0.0,0.0,21704.0,1255.0,0.0,0.0,1538.0,2008.0
0.189,0.252,99.497,0.0,0.0,0.063,0.0,76288.0,14316.0,0.0,0.0,0.0,1822.0,1632.0
0.0,0.062,99.938,0.0,0.0,0.0,0.0,7680.0,14739.0,0.0,0.0,0.0,1113.0,1300.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20565.0,0.0,0.0,0.0,1079.0,1184.0
0.063,0.125,99.750,0.0,0.0,0.063,16384.0,233472.0,7201.0,1271.0,16384.0,0.0,1014.0,1269.0
0.0,0.063,99.875,0.063,0.0,0.0,0.0,13312.0,4500.0,0.0,0.0,0.0,1018.0,1237.0
0.063,0.250,99.562,0.063,0.0,0.063,28672.0,47616.0,4500.0,0.0,12288.0,0.0,1487.0,1928.0
0.189,0.189,99.560,0.0,0.0,0.063,0.0,72704.0,12696.0,0.0,0.0,0.0,1925.0,1650.0
0.063,0.125,99.561,0.251,0.0,0.0,0.0,3417088.0,16385.0,3613.0,0.0,0.0,1358.0,1469.0
0.125,0.125,99.750,0.0,0.0,0.0,0.0,255488.0,14592.0,0.0,0.0,0.0,1364.0,1433.0
0.063,0.063,99.812,0.0,0.0,0.063,0.0,10752.0,5412.0,0.0,0.0,0.0,1053.0,1195.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,242688.0,3960.0,0.0,0.0,0.0,910.0,1072.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,10752.0,3960.0,0.0,0.0,0.0,919.0,1069.0
0.188,0.314,99.435,0.0,0.0,0.063,0.0,78848.0,3789.0,0.0,0.0,0.0,1411.0,1487.0
0.439,0.376,99.060,0.0,0.0,0.125,0.0,16384.0,2520.0,0.0,0.0,0.0,1699.0,2142.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,0.0,675.0,874.0
0.063,0.063,99.874,0.0,0.0,0.0,0.0,0.0,2880.0,0.0,0.0,0.0,973.0,1256.0
0.0,0.062,99.938,0.0,0.0,0.0,0.0,0.0,3348.0,0.0,0.0,0.0,746.0,890.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,208896.0,3708.0,0.0,0.0,0.0,895.0,1017.0
0.314,0.251,99.373,0.0,0.0,0.063,0.0,168960.0,9372.0,0.0,0.0,0.0,1821.0,1660.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,13056.0,0.0,0.0,0.0,1061.0,1086.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,159232.0,14580.0,0.0,0.0,0.0,1031.0,1091.0
0.062,0.125,99.750,0.0,0.0,0.062,0.0,0.0,11880.0,0.0,0.0,0.0,1374.0,1309.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,14220.0,0.0,0.0,0.0,1154.0,1128.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,61440.0,14760.0,0.0,0.0,0.0,987.0,1032.0
0.314,0.251,99.373,0.0,0.0,0.063,0.0,77312.0,8916.0,0.0,0.0,0.0,1247.0,1253.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,202240.0,5787.0,0.0,0.0,0.0,785.0,911.0
0.0,0.062,99.438,0.500,0.0,0.0,368640.0,0.0,6029.0,1271.0,28672.0,0.0,796.0,967.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,7200.0,0.0,0.0,0.0,1243.0,1270.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,12960.0,0.0,0.0,0.0,1330.0,1302.0
0.125,0.188,99.624,0.0,0.0,0.063,0.0,0.0,16673.0,1255.0,0.0,0.0,1372.0,1425.0
0.629,0.251,99.057,0.0,0.0,0.063,0.0,69632.0,8649.0,0.0,0.0,0.0,1391.0,1322.0
0.314,0.377,98.870,0.377,0.0,0.063,147456.0,27136.0,10792.0,7878.0,0.0,0.0,2094.0,2773.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,0.0,4416.0,0.0,0.0,0.0,955.0,1107.0
0.829,0.574,98.278,0.191,0.0,0.128,0.0,283136.0,5497.0,1271.0,0.0,0.0,2169.0,2530.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,13824.0,4917.0,0.0,0.0,0.0,805.0,1026.0
0.063,0.251,99.624,0.0,0.0,0.063,0.0,53248.0,8806.0,7354.0,0.0,0.0,1368.0,1866.0
0.820,0.441,98.676,0.0,0.0,0.063,0.0,73728.0,3600.0,0.0,0.0,0.0,1637.0,1831.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,12288.0,5129.0,3613.0,0.0,0.0,952.0,1284.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,16384.0,3780.0,0.0,0.0,0.0,749.0,983.0
0.063,0.188,99.686,0.0,0.0,0.063,45056.0,668160.0,5040.0,0.0,45056.0,0.0,1468.0,1796.0
0.0,0.0,99.937,0.063,0.0,0.0,61440.0,11264.0,12972.0,0.0,61440.0,0.0,1075.0,1183.0
0.062,0.062,99.812,0.0,0.0,0.062,163840.0,110592.0,11892.0,0.0,163840.0,0.0,1187.0,1368.0
0.126,0.314,99.372,0.126,0.0,0.063,790528.0,111104.0,12252.0,0.0,131072.0,0.0,1686.0,1828.0
0.063,0.125,99.750,0.0,0.0,0.063,0.0,430080.0,17100.0,0.0,0.0,0.0,1374.0,1465.0
0.188,0.0,99.812,0.0,0.0,0.0,0.0,0.0,13827.0,0.0,0.0,0.0,973.0,1125.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,16011.0,0.0,0.0,0.0,1037.0,1151.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8820.0,0.0,0.0,0.0,781.0,941.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,6807.0,0.0,0.0,0.0,789.0,1067.0
0.125,0.314,99.498,0.0,0.0,0.063,0.0,207360.0,17678.0,6267.0,0.0,0.0,1430.0,1612.0
0.0,0.0,99.937,0.0,0.0,0.063,0.0,0.0,14709.0,1559.0,0.0,0.0,1002.0,1174.0
0.314,0.189,99.497,0.0,0.0,0.0,0.0,262656.0,18687.0,13699.0,0.0,0.0,1587.0,1905.0
0.063,0.125,99.750,0.0,0.0,0.063,0.0,0.0,10176.0,0.0,0.0,0.0,1104.0,1249.0
0.125,0.250,99.625,0.0,0.0,0.0,0.0,6144.0,17258.0,13699.0,0.0,0.0,1509.0,1739.0
0.126,0.314,99.434,0.0,0.0,0.126,0.0,155648.0,12684.0,1559.0,0.0,0.0,1388.0,1856.0
0.315,0.504,98.929,0.126,0.0,0.126,8192.0,159232.0,12251.0,13699.0,0.0,0.0,1546.0,1849.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,200704.0,11145.0,1619.0,0.0,0.0,947.0,1160.0
0.063,0.063,99.311,0.564,0.0,0.0,229376.0,0.0,6515.0,1271.0,73728.0,0.0,851.0,1108.0
0.0,0.063,99.875,0.0,0.0,0.063,0.0,0.0,4872.0,0.0,0.0,0.0,994.0,1283.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,4096.0,4776.0,0.0,0.0,0.0,1037.0,1323.0
0.314,0.440,99.183,0.0,0.0,0.063,65536.0,125952.0,11729.0,7990.0,16384.0,0.0,1965.0,3064.0
0.126,0.503,99.058,0.188,0.0,0.126,110592.0,93696.0,11392.0,10379.0,0.0,0.0,1948.0,2602.0
0.063,0.125,99.812,0.0,0.0,0.0,0.0,379904.0,9720.0,0.0,0.0,0.0,1242.0,1341.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,11520.0,0.0,0.0,0.0,1021.0,1179.0
0.0,0.126,99.812,0.0,0.0,0.063,0.0,118784.0,13327.0,6825.0,0.0,0.0,1238.0,1519.0
0.062,0.250,96.875,2.625,0.0,0.188,1069056.0,168448.0,21471.0,6362.0,397312.0,0.0,1970.0,2003.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,26624.0,21879.0,0.0,0.0,0.0,1021.0,1158.0
0.188,0.250,99.499,0.0,0.0,0.063,0.0,389120.0,13692.0,0.0,0.0,0.0,1563.0,1677.0
0.063,0.188,99.750,0.0,0.0,0.0,0.0,17408.0,16202.0,3613.0,0.0,0.0,1295.0,1625.0
0.0,0.125,99.875,0.0,0.0,0.0,0.0,19456.0,11286.0,0.0,0.0,0.0,1237.0,1484.0
0.125,0.125,99.686,0.0,0.0,0.063,0.0,519168.0,7740.0,0.0,0.0,0.0,1042.0,1225.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,5632.0,10980.0,0.0,0.0,0.0,1172.0,1310.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,11264.0,11700.0,0.0,0.0,0.0,1054.0,1233.0
0.0,0.250,99.625,0.063,0.0,0.063,0.0,222720.0,10260.0,0.0,0.0,0.0,1402.0,1591.0
0.762,0.317,98.794,0.0,0.0,0.127,0.0,34304.0,10716.0,0.0,0.0,0.0,1780.0,2079.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,10272.0,0.0,0.0,0.0,845.0,1020.0
0.0,0.062,99.875,0.0,0.0,0.062,0.0,0.0,7506.0,0.0,0.0,0.0,875.0,1062.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4680.0,0.0,0.0,0.0,708.0,888.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5550.0,0.0,0.0,0.0,778.0,978.0
0.125,0.251,99.561,0.0,0.0,0.063,0.0,293376.0,3780.0,0.0,0.0,0.0,1076.0,1362.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3960.0,0.0,0.0,0.0,668.0,910.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,233984.0,4500.0,0.0,0.0,0.0,705.0,915.0
0.0,0.125,99.373,0.502,0.0,0.0,102400.0,0.0,5773.0,591.0,98304.0,0.0,913.0,1112.0
0.0,0.062,99.875,0.0,0.0,0.062,0.0,0.0,7932.0,0.0,0.0,0.0,941.0,1081.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,57344.0,11826.0,0.0,0.0,0.0,1034.0,1162.0
0.313,0.376,99.185,0.0,0.0,0.125,16384.0,129024.0,22050.0,13480.0,0.0,0.0,1841.0,2069.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,189440.0,14940.0,0.0,0.0,0.0,985.0,1100.0
0.0,0.062,99.938,0.0,0.0,0.0,0.0,603136.0,17933.0,1271.0,0.0,0.0,1123.0,1200.0
0.0,2.958,96.602,0.0,0.0,0.441,12288.0,22016.0,2755216.0,245353.0,12288.0,0.0,10663.0,14160.0
0.260,5.595,92.453,0.0,0.0,1.692,0.0,6639616.0,20638880.0,1590330.0,0.0,0.0,63185.0,95872.0
1.646,8.558,86.899,0.066,0.0,2.831,8192.0,33949696.0,26447044.0,2197376.0,8192.0,0.0,79988.0,122101.0
2.831,10.928,83.673,0.132,0.0,2.436,151552.0,22594048.0,21500469.0,1705396.0,0.0,0.0,67986.0,99171.0
1.801,9.473,86.458,1.001,0.0,1.268,1273856.0,0.0,18445714.0,1529658.0,0.0,0.0,57072.0,82137.0
1.858,11.012,84.997,0.688,0.0,1.445,1298432.0,19343360.0,15257735.0,1162084.0,0.0,0.0,49382.0,67889.0
4.316,13.147,80.279,0.0,0.0,2.258,0.0,23785472.0,18608954.0,1573611.0,0.0,4075520.0,55607.0,81216.0
2.426,12.466,83.625,0.0,0.0,1.482,0.0,18880000.0,15077605.0,1193610.0,0.0,0.0,46869.0,65090.0
3.115,14.212,80.467,0.0,0.0,2.206,0.0,22517760.0,19465457.0,1549001.0,0.0,0.0,56332.0,83263.0
4.337,16.311,77.929,0.0,0.0,1.424,0.0,588800.0,17599720.0,1452583.0,0.0,0.0,53674.0,75043.0
3.256,17.276,77.874,0.332,0.0,1.262,69632.0,17917440.0,15717782.0,1195345.0,65536.0,0.0,49076.0,67812.0
3.520,20.535,72.425,1.369,0.0,2.151,1523712.0,18489344.0,15329665.0,1302775.0,131072.0,0.0,49275.0,65886.0
3.539,22.739,71.166,0.852,0.0,1.704,4837376.0,11176448.0,15081772.0,1221596.0,204800.0,0.0,47625.0,63829.0
1.471,12.701,83.890,0.134,0.0,1.805,77824.0,19513856.0,18985044.0,1510549.0,65536.0,2707456.0,57495.0,83224.0
0.495,6.360,90.177,2.049,0.0,0.919,3903488.0,12339200.0,16756607.0,1420828.0,196608.0,0.0,51905.0,75265.0
1.163,7.866,88.030,0.752,0.0,2.189,2220032.0,18199040.0,17544836.0,1329117.0,114688.0,0.0,55829.0,80417.0
1.209,9.066,79.584,8.126,0.0,2.015,12877824.0,24946176.0,19353495.0,1625562.0,0.0,7512064.0,63244.0,89597.0
2.044,9.954,85.564,0.0,0.0,2.439,0.0,34476032.0,21576552.0,1694310.0,0.0,0.0,66447.0,98174.0
